DATE,DAY,MONTH,YEAR,Well,i,j,k,X,Y,Z,t,BWSAT
1/1/1970,1,1,1970,VW1,33,28,1,684500,5991500,2135,0,0.15
1/1/1970,1,1,1970,VW1,33,28,2,684500,5991500,2163,0,0.15
1/1/1970,1,1,1970,VW1,33,28,3,684500,5991500,2198,0,0.15
1/1/1970,1,1,1970,VW1,33,28,4,684500,5991500,2240,0,0.15
1/1/1970,1,1,1970,VW1,33,28,5,684500,5991500,2283,0,1.00
1/1/1970,1,1,1970,VW1,33,28,6,684500,5991500,2320,0,1.00
1/1/1970,1,1,1970,VW10,19,22,1,642500,6003500,2128,0,0.15
1/1/1970,1,1,1970,VW10,19,22,2,642500,6003500,2154,0,0.15
1/1/1970,1,1,1970,VW10,19,22,3,642500,6003500,2189,0,0.15
1/1/1970,1,1,1970,VW10,19,22,4,642500,6003500,2232,0,0.15
1/1/1970,1,1,1970,VW10,19,22,5,642500,6003500,2272,0,0.31
1/1/1970,1,1,1970,VW10,19,22,6,642500,6003500,2302,0,1.00
1/1/1970,1,1,1970,VW11,28,4,1,669500,6039500,2182,0,0.15
1/1/1970,1,1,1970,VW11,28,4,2,669500,6039500,2211,0,0.15
1/1/1970,1,1,1970,VW11,28,4,3,669500,6039500,2243,0,0.15
1/1/1970,1,1,1970,VW11,28,4,4,669500,6039500,2281,0,1.00
1/1/1970,1,1,1970,VW11,28,4,5,669500,6039500,2322,0,1.00
1/1/1970,1,1,1970,VW11,28,4,6,669500,6039500,2359,0,1.00
1/1/1970,1,1,1970,VW12,22,4,1,651500,6039500,2191,0,0.15
1/1/1970,1,1,1970,VW12,22,4,2,651500,6039500,2220,0,0.15
1/1/1970,1,1,1970,VW12,22,4,3,651500,6039500,2251,0,0.15
1/1/1970,1,1,1970,VW12,22,4,4,651500,6039500,2288,0,1.00
1/1/1970,1,1,1970,VW12,22,4,5,651500,6039500,2328,0,1.00
1/1/1970,1,1,1970,VW12,22,4,6,651500,6039500,2366,0,1.00
1/1/1970,1,1,1970,VW13,28,8,1,669500,6031500,2131,0,0.15
1/1/1970,1,1,1970,VW13,28,8,2,669500,6031500,2158,0,0.15
1/1/1970,1,1,1970,VW13,28,8,3,669500,6031500,2193,0,0.15
1/1/1970,1,1,1970,VW13,28,8,4,669500,6031500,2236,0,0.15
1/1/1970,1,1,1970,VW13,28,8,5,669500,6031500,2278,0,0.86
1/1/1970,1,1,1970,VW13,28,8,6,669500,6031500,2312,0,1.00
1/1/1970,1,1,1970,VW14,20,10,1,645500,6027500,2138,0,0.15
1/1/1970,1,1,1970,VW14,20,10,2,645500,6027500,2165,0,0.15
1/1/1970,1,1,1970,VW14,20,10,3,645500,6027500,2200,0,0.15
1/1/1970,1,1,1970,VW14,20,10,4,645500,6027500,2243,0,0.15
1/1/1970,1,1,1970,VW14,20,10,5,645500,6027500,2285,0,1.00
1/1/1970,1,1,1970,VW14,20,10,6,645500,6027500,2319,0,1.00
1/1/1970,1,1,1970,VW15,34,12,1,687500,6023500,2131,0,0.15
1/1/1970,1,1,1970,VW15,34,12,2,687500,6023500,2158,0,0.15
1/1/1970,1,1,1970,VW15,34,12,3,687500,6023500,2193,0,0.15
1/1/1970,1,1,1970,VW15,34,12,4,687500,6023500,2235,0,0.15
1/1/1970,1,1,1970,VW15,34,12,5,687500,6023500,2281,0,1.00
1/1/1970,1,1,1970,VW15,34,12,6,687500,6023500,2322,0,1.00
1/1/1970,1,1,1970,VW16,37,12,1,696500,6023500,2155,0,0.15
1/1/1970,1,1,1970,VW16,37,12,2,696500,6023500,2181,0,0.15
1/1/1970,1,1,1970,VW16,37,12,3,696500,6023500,2216,0,0.15
1/1/1970,1,1,1970,VW16,37,12,4,696500,6023500,2257,0,0.15
1/1/1970,1,1,1970,VW16,37,12,5,696500,6023500,2300,0,1.00
1/1/1970,1,1,1970,VW16,37,12,6,696500,6023500,2336,0,1.00
1/1/1970,1,1,1970,VW17,39,9,1,702500,6029500,2241,0,0.15
1/1/1970,1,1,1970,VW17,39,9,2,702500,6029500,2274,0,0.53
1/1/1970,1,1,1970,VW17,39,9,3,702500,6029500,2307,0,1.00
1/1/1970,1,1,1970,VW17,39,9,4,702500,6029500,2347,0,1.00
1/1/1970,1,1,1970,VW17,39,9,5,702500,6029500,2388,0,1.00
1/1/1970,1,1,1970,VW17,39,9,6,702500,6029500,2423,0,1.00
1/1/1970,1,1,1970,VW18,42,18,1,711500,6011500,2220,0,0.15
1/1/1970,1,1,1970,VW18,42,18,2,711500,6011500,2243,0,0.15
1/1/1970,1,1,1970,VW18,42,18,3,711500,6011500,2264,0,0.18
1/1/1970,1,1,1970,VW18,42,18,4,711500,6011500,2295,0,1.00
1/1/1970,1,1,1970,VW18,42,18,5,711500,6011500,2335,0,1.00
1/1/1970,1,1,1970,VW18,42,18,6,711500,6011500,2375,0,1.00
1/1/1970,1,1,1970,VW19,42,22,1,711500,6003500,2215,0,0.15
1/1/1970,1,1,1970,VW19,42,22,2,711500,6003500,2237,0,0.15
1/1/1970,1,1,1970,VW19,42,22,3,711500,6003500,2259,0,0.15
1/1/1970,1,1,1970,VW19,42,22,4,711500,6003500,2290,0,1.00
1/1/1970,1,1,1970,VW19,42,22,5,711500,6003500,2330,0,1.00
1/1/1970,1,1,1970,VW19,42,22,6,711500,6003500,2370,0,1.00
1/1/1970,1,1,1970,VW2,25,10,1,660500,6027500,2121,0,0.15
1/1/1970,1,1,1970,VW2,25,10,2,660500,6027500,2146,0,0.15
1/1/1970,1,1,1970,VW2,25,10,3,660500,6027500,2181,0,0.15
1/1/1970,1,1,1970,VW2,25,10,4,660500,6027500,2224,0,0.15
1/1/1970,1,1,1970,VW2,25,10,5,660500,6027500,2265,0,0.18
1/1/1970,1,1,1970,VW2,25,10,6,660500,6027500,2296,0,1.00
1/1/1970,1,1,1970,VW20,38,22,1,699500,6003500,2164,0,0.15
1/1/1970,1,1,1970,VW20,38,22,2,699500,6003500,2187,0,0.15
1/1/1970,1,1,1970,VW20,38,22,3,699500,6003500,2219,0,0.15
1/1/1970,1,1,1970,VW20,38,22,4,699500,6003500,2258,0,0.15
1/1/1970,1,1,1970,VW20,38,22,5,699500,6003500,2300,0,1.00
1/1/1970,1,1,1970,VW20,38,22,6,699500,6003500,2337,0,1.00
1/1/1970,1,1,1970,VW21,34,22,1,687500,6003500,2126,0,0.15
1/1/1970,1,1,1970,VW21,34,22,2,687500,6003500,2152,0,0.15
1/1/1970,1,1,1970,VW21,34,22,3,687500,6003500,2187,0,0.15
1/1/1970,1,1,1970,VW21,34,22,4,687500,6003500,2229,0,0.15
1/1/1970,1,1,1970,VW21,34,22,5,687500,6003500,2268,0,0.21
1/1/1970,1,1,1970,VW21,34,22,6,687500,6003500,2295,0,1.00
1/1/1970,1,1,1970,VW22,39,27,1,702500,5993500,2177,0,0.15
1/1/1970,1,1,1970,VW22,39,27,2,702500,5993500,2196,0,0.15
1/1/1970,1,1,1970,VW22,39,27,3,702500,5993500,2225,0,0.15
1/1/1970,1,1,1970,VW22,39,27,4,702500,5993500,2260,0,0.15
1/1/1970,1,1,1970,VW22,39,27,5,702500,5993500,2301,0,1.00
1/1/1970,1,1,1970,VW22,39,27,6,702500,5993500,2340,0,1.00
1/1/1970,1,1,1970,VW23,34,33,1,687500,5981500,2158,0,0.15
1/1/1970,1,1,1970,VW23,34,33,2,687500,5981500,2185,0,0.15
1/1/1970,1,1,1970,VW23,34,33,3,687500,5981500,2220,0,0.15
1/1/1970,1,1,1970,VW23,34,33,4,687500,5981500,2262,0,0.16
1/1/1970,1,1,1970,VW23,34,33,5,687500,5981500,2305,0,1.00
1/1/1970,1,1,1970,VW23,34,33,6,687500,5981500,2342,0,1.00
1/1/1970,1,1,1970,VW24,30,31,1,675500,5985500,2137,0,0.15
1/1/1970,1,1,1970,VW24,30,31,2,675500,5985500,2165,0,0.15
1/1/1970,1,1,1970,VW24,30,31,3,675500,5985500,2200,0,0.15
1/1/1970,1,1,1970,VW24,30,31,4,675500,5985500,2242,0,0.15
1/1/1970,1,1,1970,VW24,30,31,5,675500,5985500,2284,0,1.00
1/1/1970,1,1,1970,VW24,30,31,6,675500,5985500,2318,0,1.00
1/1/1970,1,1,1970,VW25,27,28,1,666500,5991500,2125,0,0.15
1/1/1970,1,1,1970,VW25,27,28,2,666500,5991500,2150,0,0.15
1/1/1970,1,1,1970,VW25,27,28,3,666500,5991500,2185,0,0.15
1/1/1970,1,1,1970,VW25,27,28,4,666500,5991500,2219,0,0.15
1/1/1970,1,1,1970,VW25,27,28,5,666500,5991500,2236,0,0.15
1/1/1970,1,1,1970,VW25,27,28,6,666500,5991500,2238,0,0.15
1/1/1970,1,1,1970,VW26,22,27,1,651500,5993500,2126,0,0.15
1/1/1970,1,1,1970,VW26,22,27,2,651500,5993500,2153,0,0.15
1/1/1970,1,1,1970,VW26,22,27,3,651500,5993500,2188,0,0.15
1/1/1970,1,1,1970,VW26,22,27,4,651500,5993500,2230,0,0.15
1/1/1970,1,1,1970,VW26,22,27,5,651500,5993500,2263,0,0.17
1/1/1970,1,1,1970,VW26,22,27,6,651500,5993500,2279,0,0.95
1/1/1970,1,1,1970,VW27,30,33,1,675500,5981500,2144,0,0.15
1/1/1970,1,1,1970,VW27,30,33,2,675500,5981500,2171,0,0.15
1/1/1970,1,1,1970,VW27,30,33,3,675500,5981500,2206,0,0.15
1/1/1970,1,1,1970,VW27,30,33,4,675500,5981500,2249,0,0.15
1/1/1970,1,1,1970,VW27,30,33,5,675500,5981500,2291,0,1.00
1/1/1970,1,1,1970,VW27,30,33,6,675500,5981500,2325,0,1.00
1/1/1970,1,1,1970,VW28,24,32,1,657500,5983500,2139,0,0.15
1/1/1970,1,1,1970,VW28,24,32,2,657500,5983500,2167,0,0.15
1/1/1970,1,1,1970,VW28,24,32,3,657500,5983500,2202,0,0.15
1/1/1970,1,1,1970,VW28,24,32,4,657500,5983500,2245,0,0.15
1/1/1970,1,1,1970,VW28,24,32,5,657500,5983500,2287,0,1.00
1/1/1970,1,1,1970,VW28,24,32,6,657500,5983500,2320,0,1.00
1/1/1970,1,1,1970,VW29,23,37,1,654500,5973500,2197,0,0.15
1/1/1970,1,1,1970,VW29,23,37,2,654500,5973500,2226,0,0.15
1/1/1970,1,1,1970,VW29,23,37,3,654500,5973500,2257,0,0.15
1/1/1970,1,1,1970,VW29,23,37,4,654500,5973500,2293,0,1.00
1/1/1970,1,1,1970,VW29,23,37,5,654500,5973500,2333,0,1.00
1/1/1970,1,1,1970,VW29,23,37,6,654500,5973500,2372,0,1.00
1/1/1970,1,1,1970,VW3,21,16,1,648500,6015500,2119,0,0.15
1/1/1970,1,1,1970,VW3,21,16,2,648500,6015500,2143,0,0.15
1/1/1970,1,1,1970,VW3,21,16,3,648500,6015500,2178,0,0.15
1/1/1970,1,1,1970,VW3,21,16,4,648500,6015500,2219,0,0.15
1/1/1970,1,1,1970,VW3,21,16,5,648500,6015500,2248,0,0.15
1/1/1970,1,1,1970,VW3,21,16,6,648500,6015500,2259,0,0.15
1/1/1970,1,1,1970,VW30,16,35,1,633500,5977500,2215,0,0.15
1/1/1970,1,1,1970,VW30,16,35,2,633500,5977500,2245,0,0.15
1/1/1970,1,1,1970,VW30,16,35,3,633500,5977500,2275,0,0.64
1/1/1970,1,1,1970,VW30,16,35,4,633500,5977500,2310,0,1.00
1/1/1970,1,1,1970,VW30,16,35,5,633500,5977500,2350,0,1.00
1/1/1970,1,1,1970,VW30,16,35,6,633500,5977500,2390,0,1.00
1/1/1970,1,1,1970,VW31,11,35,1,618500,5977500,2266,0,0.19
1/1/1970,1,1,1970,VW31,11,35,2,618500,5977500,2297,0,1.00
1/1/1970,1,1,1970,VW31,11,35,3,618500,5977500,2324,0,1.00
1/1/1970,1,1,1970,VW31,11,35,4,618500,5977500,2357,0,1.00
1/1/1970,1,1,1970,VW31,11,35,5,618500,5977500,2397,0,1.00
1/1/1970,1,1,1970,VW31,11,35,6,618500,5977500,2437,0,1.00
1/1/1970,1,1,1970,VW32,14,30,1,627500,5987500,2197,0,0.15
1/1/1970,1,1,1970,VW32,14,30,2,627500,5987500,2226,0,0.15
1/1/1970,1,1,1970,VW32,14,30,3,627500,5987500,2257,0,0.15
1/1/1970,1,1,1970,VW32,14,30,4,627500,5987500,2293,0,1.00
1/1/1970,1,1,1970,VW32,14,30,5,627500,5987500,2333,0,1.00
1/1/1970,1,1,1970,VW32,14,30,6,627500,5987500,2372,0,1.00
1/1/1970,1,1,1970,VW33,10,30,1,615500,5987500,2248,0,0.15
1/1/1970,1,1,1970,VW33,10,30,2,615500,5987500,2278,0,0.88
1/1/1970,1,1,1970,VW33,10,30,3,615500,5987500,2308,0,1.00
1/1/1970,1,1,1970,VW33,10,30,4,615500,5987500,2342,0,1.00
1/1/1970,1,1,1970,VW33,10,30,5,615500,5987500,2382,0,1.00
1/1/1970,1,1,1970,VW33,10,30,6,615500,5987500,2422,0,1.00
1/1/1970,1,1,1970,VW34,9,26,1,612500,5995500,2245,0,0.15
1/1/1970,1,1,1970,VW34,9,26,2,612500,5995500,2275,0,0.57
1/1/1970,1,1,1970,VW34,9,26,3,612500,5995500,2304,0,1.00
1/1/1970,1,1,1970,VW34,9,26,4,612500,5995500,2339,0,1.00
1/1/1970,1,1,1970,VW34,9,26,5,612500,5995500,2379,0,1.00
1/1/1970,1,1,1970,VW34,9,26,6,612500,5995500,2419,0,1.00
1/1/1970,1,1,1970,VW35,13,26,1,624500,5995500,2186,0,0.15
1/1/1970,1,1,1970,VW35,13,26,2,624500,5995500,2215,0,0.15
1/1/1970,1,1,1970,VW35,13,26,3,624500,5995500,2246,0,0.15
1/1/1970,1,1,1970,VW35,13,26,4,624500,5995500,2283,0,1.00
1/1/1970,1,1,1970,VW35,13,26,5,624500,5995500,2323,0,1.00
1/1/1970,1,1,1970,VW35,13,26,6,624500,5995500,2362,0,1.00
1/1/1970,1,1,1970,VW36,15,21,1,630500,6005500,2159,0,0.15
1/1/1970,1,1,1970,VW36,15,21,2,630500,6005500,2187,0,0.15
1/1/1970,1,1,1970,VW36,15,21,3,630500,6005500,2222,0,0.15
1/1/1970,1,1,1970,VW36,15,21,4,630500,6005500,2263,0,0.17
1/1/1970,1,1,1970,VW36,15,21,5,630500,6005500,2306,0,1.00
1/1/1970,1,1,1970,VW36,15,21,6,630500,6005500,2343,0,1.00
1/1/1970,1,1,1970,VW37,25,14,1,660500,6019500,2079,0,0.15
1/1/1970,1,1,1970,VW37,25,14,2,660500,6019500,2088,0,0.15
1/1/1970,1,1,1970,VW37,25,14,3,660500,6019500,2095,0,0.15
1/1/1970,1,1,1970,VW37,25,14,4,660500,6019500,#N/A,0,0.00
1/1/1970,1,1,1970,VW37,25,14,5,660500,6019500,#N/A,0,0.00
1/1/1970,1,1,1970,VW37,25,14,6,660500,6019500,#N/A,0,0.00
1/1/1970,1,1,1970,VW38,16,16,1,633500,6015500,2156,0,0.15
1/1/1970,1,1,1970,VW38,16,16,2,633500,6015500,2183,0,0.15
1/1/1970,1,1,1970,VW38,16,16,3,633500,6015500,2218,0,0.15
1/1/1970,1,1,1970,VW38,16,16,4,633500,6015500,2261,0,0.15
1/1/1970,1,1,1970,VW38,16,16,5,633500,6015500,2304,0,1.00
1/1/1970,1,1,1970,VW38,16,16,6,633500,6015500,2341,0,1.00
1/1/1970,1,1,1970,VW39,13,13,1,624500,6021500,2227,0,0.15
1/1/1970,1,1,1970,VW39,13,13,2,624500,6021500,2258,0,0.15
1/1/1970,1,1,1970,VW39,13,13,3,624500,6021500,2290,0,1.00
1/1/1970,1,1,1970,VW39,13,13,4,624500,6021500,2329,0,1.00
1/1/1970,1,1,1970,VW39,13,13,5,624500,6021500,2369,0,1.00
1/1/1970,1,1,1970,VW39,13,13,6,624500,6021500,2406,0,1.00
1/1/1970,1,1,1970,VW4,17,9,1,636500,6029500,2167,0,0.15
1/1/1970,1,1,1970,VW4,17,9,2,636500,6029500,2196,0,0.15
1/1/1970,1,1,1970,VW4,17,9,3,636500,6029500,2234,0,0.15
1/1/1970,1,1,1970,VW4,17,9,4,636500,6029500,2276,0,0.71
1/1/1970,1,1,1970,VW4,17,9,5,636500,6029500,2316,0,1.00
1/1/1970,1,1,1970,VW4,17,9,6,636500,6029500,2349,0,1.00
1/1/1970,1,1,1970,VW40,21,8,1,648500,6031500,2140,0,0.15
1/1/1970,1,1,1970,VW40,21,8,2,648500,6031500,2167,0,0.15
1/1/1970,1,1,1970,VW40,21,8,3,648500,6031500,2202,0,0.15
1/1/1970,1,1,1970,VW40,21,8,4,648500,6031500,2245,0,0.15
1/1/1970,1,1,1970,VW40,21,8,5,648500,6031500,2287,0,1.00
1/1/1970,1,1,1970,VW40,21,8,6,648500,6031500,2320,0,1.00
1/1/1970,1,1,1970,VW5,32,8,1,681500,6031500,2138,0,0.15
1/1/1970,1,1,1970,VW5,32,8,2,681500,6031500,2166,0,0.15
1/1/1970,1,1,1970,VW5,32,8,3,681500,6031500,2201,0,0.15
1/1/1970,1,1,1970,VW5,32,8,4,681500,6031500,2243,0,0.15
1/1/1970,1,1,1970,VW5,32,8,5,681500,6031500,2285,0,1.00
1/1/1970,1,1,1970,VW5,32,8,6,681500,6031500,2319,0,1.00
1/1/1970,1,1,1970,VW6,37,18,1,696500,6011500,2146,0,0.15
1/1/1970,1,1,1970,VW6,37,18,2,696500,6011500,2174,0,0.15
1/1/1970,1,1,1970,VW6,37,18,3,696500,6011500,2209,0,0.15
1/1/1970,1,1,1970,VW6,37,18,4,696500,6011500,2251,0,0.15
1/1/1970,1,1,1970,VW6,37,18,5,696500,6011500,2294,0,1.00
1/1/1970,1,1,1970,VW6,37,18,6,696500,6011500,2328,0,1.00
1/1/1970,1,1,1970,VW7,18,30,1,639500,5987500,2153,0,0.15
1/1/1970,1,1,1970,VW7,18,30,2,639500,5987500,2181,0,0.15
1/1/1970,1,1,1970,VW7,18,30,3,639500,5987500,2216,0,0.15
1/1/1970,1,1,1970,VW7,18,30,4,639500,5987500,2258,0,0.15
1/1/1970,1,1,1970,VW7,18,30,5,639500,5987500,2300,0,1.00
1/1/1970,1,1,1970,VW7,18,30,6,639500,5987500,2336,0,1.00
1/1/1970,1,1,1970,VW8,28,38,1,669500,5971500,2202,0,0.15
1/1/1970,1,1,1970,VW8,28,38,2,669500,5971500,2231,0,0.15
1/1/1970,1,1,1970,VW8,28,38,3,669500,5971500,2262,0,0.16
1/1/1970,1,1,1970,VW8,28,38,4,669500,5971500,2297,0,1.00
1/1/1970,1,1,1970,VW8,28,38,5,669500,5971500,2337,0,1.00
1/1/1970,1,1,1970,VW8,28,38,6,669500,5971500,2377,0,1.00
1/1/1970,1,1,1970,VW9,13,20,1,624500,6007500,2176,0,0.15
1/1/1970,1,1,1970,VW9,13,20,2,624500,6007500,2205,0,0.15
1/1/1970,1,1,1970,VW9,13,20,3,624500,6007500,2237,0,0.15
1/1/1970,1,1,1970,VW9,13,20,4,624500,6007500,2275,0,0.65
1/1/1970,1,1,1970,VW9,13,20,5,624500,6007500,2316,0,1.00
1/1/1970,1,1,1970,VW9,13,20,6,624500,6007500,2354,0,1.00
1/1/1970,1,1,1970,WI1,9,33,1,612500,5981500,2276,0,0.76
1/1/1970,1,1,1970,WI1,9,33,2,612500,5981500,2309,0,1.00
1/1/1970,1,1,1970,WI1,9,33,3,612500,5981500,2334,0,1.00
1/1/1970,1,1,1970,WI1,9,33,4,612500,5981500,2367,0,1.00
1/1/1970,1,1,1970,WI1,9,33,5,612500,5981500,2407,0,1.00
1/1/1970,1,1,1970,WI1,9,33,6,612500,5981500,2447,0,1.00
1/1/1970,1,1,1970,WI2,37,31,1,696500,5985500,2287,0,1.00
1/1/1970,1,1,1970,WI2,37,31,2,696500,5985500,2328,0,1.00
1/1/1970,1,1,1970,WI2,37,31,3,696500,5985500,2357,0,1.00
1/1/1970,1,1,1970,WI2,37,31,4,696500,5985500,2392,0,1.00
1/1/1970,1,1,1970,WI2,37,31,5,696500,5985500,2432,0,1.00
1/1/1970,1,1,1970,WI2,37,31,6,696500,5985500,2473,0,1.00
1/1/1970,1,1,1970,WI3,21,44,1,648500,5959500,2277,0,0.79
1/1/1970,1,1,1970,WI3,21,44,2,648500,5959500,2309,0,1.00
1/1/1970,1,1,1970,WI3,21,44,3,648500,5959500,2334,0,1.00
1/1/1970,1,1,1970,WI3,21,44,4,648500,5959500,2367,0,1.00
1/1/1970,1,1,1970,WI3,21,44,5,648500,5959500,2407,0,1.00
1/1/1970,1,1,1970,WI3,21,44,6,648500,5959500,2447,0,1.00
1/1/1970,1,1,1970,WI4,45,18,1,720500,6011500,2245,0,0.15
1/1/1970,1,1,1970,WI4,45,18,2,720500,6011500,2277,0,0.76
1/1/1970,1,1,1970,WI4,45,18,3,720500,6011500,2292,0,1.00
1/1/1970,1,1,1970,WI4,45,18,4,720500,6011500,2320,0,1.00
1/1/1970,1,1,1970,WI4,45,18,5,720500,6011500,2360,0,1.00
1/1/1970,1,1,1970,WI4,45,18,6,720500,6011500,2400,0,1.00
1/1/1970,1,1,1970,WI5,39,5,1,702500,6037500,2283,0,1.00
1/1/1970,1,1,1970,WI5,39,5,2,702500,6037500,2320,0,1.00
1/1/1970,1,1,1970,WI5,39,5,3,702500,6037500,2346,0,1.00
1/1/1970,1,1,1970,WI5,39,5,4,702500,6037500,2379,0,1.00
1/1/1970,1,1,1970,WI5,39,5,5,702500,6037500,2419,0,1.00
1/1/1970,1,1,1970,WI5,39,5,6,702500,6037500,2459,0,1.00
1/1/1970,1,1,1970,WI6,27,1,1,666500,6045500,2266,0,0.19
1/1/1970,1,1,1970,WI6,27,1,2,666500,6045500,2313,0,1.00
1/1/1970,1,1,1970,WI6,27,1,3,666500,6045500,2331,0,1.00
1/1/1970,1,1,1970,WI6,27,1,4,666500,6045500,2360,0,1.00
1/1/1970,1,1,1970,WI6,27,1,5,666500,6045500,2400,0,1.00
1/1/1970,1,1,1970,WI6,27,1,6,666500,6045500,2442,0,1.00
1/1/1970,1,1,1970,WI7,13,11,1,624500,6025500,2319,0,1.00
1/1/1970,1,1,1970,WI7,13,11,2,624500,6025500,2354,0,1.00
1/1/1970,1,1,1970,WI7,13,11,3,624500,6025500,2384,0,1.00
1/1/1970,1,1,1970,WI7,13,11,4,624500,6025500,2419,0,1.00
1/1/1970,1,1,1970,WI7,13,11,5,624500,6025500,2459,0,1.00
1/1/1970,1,1,1970,WI7,13,11,6,624500,6025500,2499,0,1.00
1/1/1970,1,1,1970,WI8,6,26,1,603500,5995500,2306,0,1.00
1/1/1970,1,1,1970,WI8,6,26,2,603500,5995500,2343,0,1.00
1/1/1970,1,1,1970,WI8,6,26,3,603500,5995500,2369,0,1.00
1/1/1970,1,1,1970,WI8,6,26,4,603500,5995500,2402,0,1.00
1/1/1970,1,1,1970,WI8,6,26,5,603500,5995500,2442,0,1.00
1/1/1970,1,1,1970,WI8,6,26,6,603500,5995500,2482,0,1.00
12/31/1970,31,12,1970,VW1,33,28,1,684500,5991500,2135,1,0.15
12/31/1970,31,12,1970,VW1,33,28,2,684500,5991500,2163,1,0.15
12/31/1970,31,12,1970,VW1,33,28,3,684500,5991500,2198,1,0.15
12/31/1970,31,12,1970,VW1,33,28,4,684500,5991500,2240,1,0.15
12/31/1970,31,12,1970,VW1,33,28,5,684500,5991500,2283,1,1.00
12/31/1970,31,12,1970,VW1,33,28,6,684500,5991500,2320,1,1.00
12/31/1970,31,12,1970,VW10,19,22,1,642500,6003500,2128,1,0.15
12/31/1970,31,12,1970,VW10,19,22,2,642500,6003500,2154,1,0.15
12/31/1970,31,12,1970,VW10,19,22,3,642500,6003500,2189,1,0.15
12/31/1970,31,12,1970,VW10,19,22,4,642500,6003500,2232,1,0.15
12/31/1970,31,12,1970,VW10,19,22,5,642500,6003500,2272,1,0.31
12/31/1970,31,12,1970,VW10,19,22,6,642500,6003500,2302,1,1.00
12/31/1970,31,12,1970,VW11,28,4,1,669500,6039500,2182,1,0.15
12/31/1970,31,12,1970,VW11,28,4,2,669500,6039500,2211,1,0.15
12/31/1970,31,12,1970,VW11,28,4,3,669500,6039500,2243,1,0.19
12/31/1970,31,12,1970,VW11,28,4,4,669500,6039500,2281,1,0.94
12/31/1970,31,12,1970,VW11,28,4,5,669500,6039500,2322,1,1.00
12/31/1970,31,12,1970,VW11,28,4,6,669500,6039500,2359,1,1.00
12/31/1970,31,12,1970,VW12,22,4,1,651500,6039500,2191,1,0.15
12/31/1970,31,12,1970,VW12,22,4,2,651500,6039500,2220,1,0.15
12/31/1970,31,12,1970,VW12,22,4,3,651500,6039500,2251,1,0.18
12/31/1970,31,12,1970,VW12,22,4,4,651500,6039500,2288,1,0.96
12/31/1970,31,12,1970,VW12,22,4,5,651500,6039500,2328,1,1.00
12/31/1970,31,12,1970,VW12,22,4,6,651500,6039500,2366,1,1.00
12/31/1970,31,12,1970,VW13,28,8,1,669500,6031500,2131,1,0.15
12/31/1970,31,12,1970,VW13,28,8,2,669500,6031500,2158,1,0.15
12/31/1970,31,12,1970,VW13,28,8,3,669500,6031500,2193,1,0.15
12/31/1970,31,12,1970,VW13,28,8,4,669500,6031500,2236,1,0.16
12/31/1970,31,12,1970,VW13,28,8,5,669500,6031500,2278,1,0.86
12/31/1970,31,12,1970,VW13,28,8,6,669500,6031500,2312,1,1.00
12/31/1970,31,12,1970,VW14,20,10,1,645500,6027500,2138,1,0.15
12/31/1970,31,12,1970,VW14,20,10,2,645500,6027500,2165,1,0.15
12/31/1970,31,12,1970,VW14,20,10,3,645500,6027500,2200,1,0.15
12/31/1970,31,12,1970,VW14,20,10,4,645500,6027500,2243,1,0.16
12/31/1970,31,12,1970,VW14,20,10,5,645500,6027500,2285,1,1.00
12/31/1970,31,12,1970,VW14,20,10,6,645500,6027500,2319,1,1.00
12/31/1970,31,12,1970,VW15,34,12,1,687500,6023500,2131,1,0.15
12/31/1970,31,12,1970,VW15,34,12,2,687500,6023500,2158,1,0.15
12/31/1970,31,12,1970,VW15,34,12,3,687500,6023500,2193,1,0.15
12/31/1970,31,12,1970,VW15,34,12,4,687500,6023500,2235,1,0.15
12/31/1970,31,12,1970,VW15,34,12,5,687500,6023500,2281,1,1.00
12/31/1970,31,12,1970,VW15,34,12,6,687500,6023500,2322,1,1.00
12/31/1970,31,12,1970,VW16,37,12,1,696500,6023500,2155,1,0.15
12/31/1970,31,12,1970,VW16,37,12,2,696500,6023500,2181,1,0.15
12/31/1970,31,12,1970,VW16,37,12,3,696500,6023500,2216,1,0.15
12/31/1970,31,12,1970,VW16,37,12,4,696500,6023500,2257,1,0.16
12/31/1970,31,12,1970,VW16,37,12,5,696500,6023500,2300,1,1.00
12/31/1970,31,12,1970,VW16,37,12,6,696500,6023500,2336,1,1.00
12/31/1970,31,12,1970,VW17,39,9,1,702500,6029500,2241,1,0.15
12/31/1970,31,12,1970,VW17,39,9,2,702500,6029500,2274,1,0.55
12/31/1970,31,12,1970,VW17,39,9,3,702500,6029500,2307,1,1.00
12/31/1970,31,12,1970,VW17,39,9,4,702500,6029500,2347,1,1.00
12/31/1970,31,12,1970,VW17,39,9,5,702500,6029500,2388,1,1.00
12/31/1970,31,12,1970,VW17,39,9,6,702500,6029500,2423,1,1.00
12/31/1970,31,12,1970,VW18,42,18,1,711500,6011500,2220,1,0.15
12/31/1970,31,12,1970,VW18,42,18,2,711500,6011500,2243,1,0.15
12/31/1970,31,12,1970,VW18,42,18,3,711500,6011500,2264,1,0.19
12/31/1970,31,12,1970,VW18,42,18,4,711500,6011500,2295,1,1.00
12/31/1970,31,12,1970,VW18,42,18,5,711500,6011500,2335,1,1.00
12/31/1970,31,12,1970,VW18,42,18,6,711500,6011500,2375,1,1.00
